,ID,Params,Observations
0,169,"[0.07406923538107611, 0.5019406614150741]","[  8.62257032   9.76665089  10.09823859  50.73326653  70.37859758
  72.34993156  80.35956671  85.02745669  85.35119149  85.8860272
  87.64591039  96.42743378 102.58858494 104.60503749 112.86952972
 117.98918793 118.56487259 126.74650265 138.22475084 142.78273169
 147.3492097  151.53584326 155.13048912 160.09848024 164.27939627
 174.14979976 178.78537768 185.43065379 185.88615783 186.07206974
 198.80750321 229.20794278 261.15740754 334.96953452 354.12480909
 354.59348921]"
0,170,"[0.0705236626654886, 0.5195558657156789]","[ 13.06581207  14.00680754  26.09625983  26.36606927  44.44780253
  60.50019407  60.64881192  75.54641864  78.58758144  81.05539326
  81.52454428  85.80798076  89.24558492  90.8704397   93.3237013
  96.52162635  97.06324899 101.07119254 104.45401956 104.48710351
 105.09312479 107.79841588 113.68437231 135.1008477  145.52534955
 159.97230183 169.48097399 169.85455759 171.93689251 172.06339302
 172.38956743 185.44144534 188.24195991 192.57145776 214.24342187
 266.41779401 286.69826535 296.32695461 303.86323107 310.71145486
 350.80681078 355.27482096]"
0,171,"[0.06580075630060553, 0.472765788578044]","[ 15.81627937  33.41583635  37.23149968  37.60711582  39.93655396
  40.37428328  41.24420961  41.25323638  44.38032194  44.45388779
  59.80614604  76.6904305   81.20434128  82.12994729  85.83324749
  97.09696835 107.46749387 116.08041242 118.62792273 120.48978188
 125.15095161 131.3825624  131.40836649 131.45508838 134.94416543
 137.93712406 146.48840949 150.64818565 151.32973284 151.85836702
 168.26832749 188.58965562 189.96602419 190.12609792 192.7962336
 194.74270229 197.56960865 201.48026563 201.65882709 227.10286402
 252.64016474 270.33414622 271.30483869 285.22369694 294.00923817
 311.17995788 332.56025493 334.3474043  347.93116643 354.35245807
 355.3003222  356.24174453 360.        ]"
0,172,"[0.041558866858418114, 0.5732951499849259]","[  0.42310164  30.90827567  39.29358748  56.00656573  56.66821172
  58.22847707  60.570171    60.85120343  64.1241758   69.36321041
  70.85589356  76.82238854  82.31801227  90.71490758  93.53650283
  97.00885807 105.14844853 111.79051854 116.8270349  117.2644381
 118.28821177 121.47384238 121.65369591 130.43933307 141.078555
 143.82421673 151.24217243 157.4317028  166.51551124 175.28544371
 178.65817226 201.58712739 207.17765093 208.42067995 239.6287819
 250.64009651 254.95023959 271.98329171 276.31679558 296.16523334
 326.5843704  326.86694828 332.57184667 338.83987521 351.91696805
 356.68632582]"
0,173,"[0.041910927305321685, 0.5242049122602126]","[ 17.05693866  17.7673535   34.28863408  35.31569344  42.78068667
  46.05819174  46.56533133  52.09188865  61.4465252   63.46214376
  64.02765585  67.47229276  85.44034026  86.75604893  92.12861834
  97.62215658 112.22574272 112.793675   135.33300591 157.45141968
 164.7584597  167.52279802 172.60328437 175.15738188 194.35793619
 202.3275186  208.51791268 209.63080508 215.03824648 225.32371332
 233.43012184 234.26589349 236.40692237 256.12072817 272.10742249
 273.24120139 281.28645772 292.42356905 335.19153822 337.83468189
 359.26194332]"
0,174,"[0.049018713615112654, 0.5023990962215534]","[ 12.96558658  15.30327323  19.21394287  31.99803856  43.87443382
  45.57401862  61.40039014  70.29146512  72.25976994  74.52374865
  78.47458685  82.94405577  87.01747976  96.20218192 100.3907338
 106.9263583  108.61791761 111.70521757 112.03617627 112.185601
 112.24103199 112.77416632 112.90775093 121.94451304 129.17265679
 129.33691131 129.47895575 131.34174137 131.98951285 151.65726436
 162.15165302 162.16635106 183.13654579 185.71426898 189.81765138
 209.73951001 219.16902996 219.85279972 220.27189597 229.00038814
 234.55043075 240.02840566 242.44527023 275.33537023 282.05991282
 283.30989296 286.47120047 299.91898866 314.02530494 353.7644817
 358.62125578 360.        ]"
0,175,"[0.037791289099369185, 0.39217191201383816]","[  9.69775128  11.84732315  17.63563067  17.65551707  22.2330565
  32.94826404  35.0910385   35.20470627  45.7770972   60.46077099
  76.70964898  77.12664666  96.23034878 102.27615825 105.34291481
 106.07151564 107.05619646 108.79247175 113.12361757 114.66615811
 116.84990835 117.27483113 120.77773434 125.24326385 133.04676792
 140.57690457 148.79114372 154.34229313 161.2619382  161.56450147
 164.30047717 191.23776656 193.76952397 201.6525278  204.10674738
 212.33626068 227.71480936 235.72486862 245.37839162 262.31170825
 266.66965328 270.1721754  271.07979099 271.46855948 272.17581381
 286.79687743 297.94148592 330.89918692 335.06614074 337.29334552
 356.60162865]"
0,176,"[0.06550330130855839, 0.4649438397416528]","[ 15.76087402  23.58206866  28.32960501  36.62845975  44.25755474
  44.40754196  52.69750081  54.03738407  67.1147398   71.09870725
  77.77491625  89.68258968  91.45065526  97.8264422  107.58785186
 112.45020354 113.64173493 118.84928185 119.72943193 126.02968063
 143.70221439 144.44457989 145.4216453  146.63254663 151.72354602
 151.93565285 152.35429699 165.38897074 166.83519961 168.36465908
 173.82864874 183.00852288 201.93586999 205.54597145 206.58883335
 248.22084853 250.70898488 256.87178255 272.86321773 282.59658666
 291.46560727 298.10374652 312.75196929 315.46017176 323.4499504
 327.61623253 344.87590679 349.10176933 352.2266001  354.76732382
 358.72092976]"
0,177,"[0.0451311079194235, 0.5195635673098881]","[  5.96826395  26.18883317  38.41561954  42.65599897  47.2923916
  58.11504838  73.2367781   78.90062631  79.90395502  85.29812276
  90.63534817  91.69558724  96.18800852 120.054899   124.42460988
 147.18922139 148.16684885 149.6227038  149.7298861  151.57783537
 161.10407881 161.11745393 162.76109564 172.14536864 186.81085808
 187.61912544 188.38801774 188.4863519  189.00701247 195.50060556
 199.93223631 218.85183718 262.36876811 262.64237553 264.90606634
 283.12713779 304.43076531 306.68364183 315.39345237 328.38211069
 335.4244859  344.76266773 345.75264995 347.94811087 358.65023564]"
0,178,"[0.04639430323062238, 0.502705875530878]","[5.13246069e-02 1.09909716e+01 1.95914757e+01 3.84251742e+01
 4.77893176e+01 4.92286570e+01 4.94457878e+01 5.53776568e+01
 5.96207707e+01 9.26424080e+01 1.02010282e+02 1.02232964e+02
 1.12518484e+02 1.12605056e+02 1.14183455e+02 1.15154006e+02
 1.15533167e+02 1.16658647e+02 1.17517019e+02 1.25076206e+02
 1.26013391e+02 1.26085241e+02 1.37639847e+02 1.40488458e+02
 1.47633233e+02 1.59367217e+02 1.88395153e+02 1.95087963e+02
 2.01537171e+02 2.07934942e+02 2.29482203e+02 2.61155437e+02
 3.43573014e+02 3.46330793e+02]"
0,179,"[0.053118493020242595, 0.39838236065148314]","[  5.13813864  10.68394664  11.62537069  16.71423336  43.09502378
  48.51484026  52.39774792  52.48281098  62.42998245  66.04850138
  68.85614603  69.58983266  70.30283792  72.14482009  72.37510146
  72.51797868  73.42255503  75.24660296  80.25117209  84.80395154
  94.5530552  102.18242803 110.88028259 111.84502738 112.13185612
 113.11346319 116.60838918 134.40746051 136.2469456  137.47600842
 138.77108039 139.16619639 149.13515101 162.53070762 166.29340473
 181.77374264 183.79008211 185.06653013 190.47358374 190.63690328
 190.94883207 198.30736647 203.57458509 227.29419406 236.9539664
 267.33550751 298.94437377 302.43024421 309.33401048 327.27321864
 348.30159303 352.34064687]"
0,180,"[0.03420794541826671, 0.5322246040570846]","[ 17.68984818  17.79499976  21.49981107  27.03084772  28.98040979
  42.72607212  50.08498357  50.87743685  51.9693619   52.87058968
  56.23372385  57.60850558  64.96302938  66.22603507  74.90610491
  76.17461813  81.34543066  84.1033093   90.02138692  99.26166254
 111.75608738 113.1694371  114.92691269 124.65160444 127.24254342
 127.31633446 131.45421856 131.74869692 132.78758393 133.89707999
 134.04577366 134.69435244 137.88248388 139.19206051 144.47267179
 160.98291232 195.86723292 252.63028313 272.47767294 317.41250049
 348.59007131]"
0,181,"[0.04321855312447838, 0.5145879134003882]","[  0.65323617  21.88348998  34.25069614  40.66388256  42.75484504
  45.28157842  62.28426359  64.01032812  64.62527453  67.72372431
  77.08256828  79.65495046  85.23385739  85.51951286  85.63551949
  90.21187512  94.16114853  95.19845103  96.12067971 106.56440007
 111.94301852 112.30649263 118.04299543 119.60397309 119.74340055
 121.47864006 123.94660663 126.42001709 131.72774579 141.21624099
 141.27735629 142.3738066  143.79815728 148.80163577 155.85774404
 180.36398787 183.40242575 186.0629099  187.73545085 192.3216693
 200.66272351 204.56165207 209.45017849 209.54014582 209.83242835
 227.11295816 227.33525116 232.38285555 237.87439139 245.32577255
 259.55373719 268.63360321 272.49075103 285.20619621 333.5511491
 345.24314458 350.15486046 355.889712   360.        ]"
0,182,"[0.13476646771920317, 0.5268588505219293]","[  1.64271729  22.91686199  23.20203198  29.59061691  33.53539285
  36.27796634  48.81271434  53.62976984  69.24169743  71.4448136
  72.42948338  76.73021172  85.69447226  89.66923788 103.96051011
 106.31955489 108.03940002 109.66965914 123.86605128 142.54527009
 143.01164442 160.24507217 160.96013039 167.79270628 181.65948344
 186.10545112 215.26613953 215.44684869 234.00900242 236.03218388
 241.13783363 243.3399045  268.62739474 303.59673033 333.16779308
 345.57303975 345.75699038 347.92397287 349.41098294 350.97796839
 351.41286379 352.06428388 353.63420128 356.53811184 358.7270219
 360.        ]"
0,183,"[0.04109033215300532, 0.46913526297728947]","[  1.7898881    5.1770251   11.41935719  21.02574095  27.87287614
  29.93281181  31.96353541  37.11363286  40.41734024  63.06020813
  63.43316368  67.97040515  69.10105906  76.85700903  81.52495352
  81.82679801  84.44107562  96.53165386  96.99499969  98.44358455
 114.96041648 120.60927154 133.65269198 141.45298275 141.47295137
 141.55111683 148.98209885 149.1523069  149.39231018 164.21040714
 179.66455221 190.55050597 207.35886561 228.70682599 237.29607204
 244.27227628 244.44282134 247.67341728 255.51464715 256.48149663
 278.95995559 324.6546422  325.63056668 333.94987257 334.63043479
 355.10394314 356.74539724 357.00834546 360.        ]"
0,184,"[0.13175814868158167, 0.43759708682466597]","[2.88188429e-01 2.90654596e+00 3.61630897e+00 3.11069249e+01
 3.28549533e+01 3.67418027e+01 3.89767041e+01 4.16603936e+01
 6.61397154e+01 6.64127283e+01 6.70680387e+01 6.71032767e+01
 7.25402690e+01 7.26655350e+01 7.51102318e+01 7.63005358e+01
 7.79654190e+01 8.17047085e+01 9.22335160e+01 1.05660260e+02
 1.06217805e+02 1.14225729e+02 1.16783047e+02 1.18194659e+02
 1.18247731e+02 1.19861431e+02 1.20941834e+02 1.21659906e+02
 1.22985080e+02 1.29330264e+02 1.33213000e+02 1.38291762e+02
 1.40429680e+02 1.46225985e+02 1.46646737e+02 1.46895937e+02
 1.49928765e+02 1.49930159e+02 1.50215145e+02 1.63507416e+02
 1.64374039e+02 1.65286420e+02 1.72291133e+02 1.73848799e+02
 1.84202654e+02 1.85870218e+02 1.87441509e+02 1.87868164e+02
 1.88815448e+02 1.93324665e+02 2.01779426e+02 2.05059415e+02
 2.23868773e+02 2.24199544e+02 2.24658591e+02 2.48426474e+02
 2.52542993e+02 2.56831740e+02 2.56937919e+02 2.81590233e+02
 2.99827312e+02 3.02593267e+02 3.03057300e+02 3.09821362e+02
 3.20903181e+02 3.25563278e+02 3.26368067e+02 3.26887579e+02
 3.27058903e+02 3.33136047e+02 3.33508357e+02 3.34372242e+02
 3.34913252e+02 3.34972927e+02 3.36357564e+02 3.38108355e+02
 3.38694344e+02 3.40917679e+02 3.41120142e+02 3.42113313e+02
 3.44703679e+02 3.48577641e+02 3.55509307e+02 3.60000000e+02]"
0,185,"[0.037063532159507605, 0.5436971498680001]","[ 10.08925104  17.18920075  44.27153904  52.96876921  53.36105638
  55.71701554  61.13046825  63.07339181  63.96497653  64.32966309
  78.29702206  89.50251181  90.9562346   97.6716727  103.72927419
 107.22573092 114.9700412  121.14183785 121.22853889 121.27926156
 130.32924997 134.00180493 139.48461491 153.65259    158.1566861
 164.4083742  187.93683222 202.10002906 208.33343272 230.01643455
 232.75699779 254.22690467 255.46907483 298.82895418 334.86408833
 344.26442658 347.57145761 354.42625079 356.35890533]"
0,186,"[0.05208610229849263, 0.5479685880762117]","[ 10.25411689  14.42053424  17.2786715   26.60017077  27.62866333
  34.54384035  38.59763111  42.34635174  44.44071854  45.41811495
  56.30985692  57.67428138  61.63917304  69.60770698  91.32864423
  92.44573767  94.4710834   99.10702625 100.06880843 107.20395936
 109.02254196 111.52946724 112.13464767 113.96592851 120.02161247
 125.40129737 133.98193097 138.10722802 140.25451009 142.5546419
 146.70505256 150.52415417 152.87950435 160.05942775 179.83088034
 180.01525481 180.60407739 185.43195017 193.05738732 197.60699732
 199.41982515 202.57469233 211.42402913 212.5339585  233.83417781
 245.58591788 246.02084542 252.56480903 255.73841284 262.53472708
 266.00674939 277.81335665 286.76041515 291.32797316 292.71451204
 296.02587747 303.87946043 305.69060618 315.46495023 320.02710911
 346.36336842 352.94840507 360.        ]"
0,187,"[0.029640126478521274, 0.581478991136482]","[  6.57371801  10.58785529  19.35948021  25.04539223  25.21333437
  28.26918941  28.47361646  31.41622975  46.75426595  72.57228885
  74.55973488  81.8120797   84.62351928  96.81274856 101.03396156
 102.4079689  106.91474794 117.89723522 118.83237032 124.40466692
 128.20266878 131.89757847 142.24439087 145.96163434 146.67394892
 149.62149358 151.03981417 151.61458914 153.69673833 159.50530909
 161.88417003 166.90850309 174.22013239 174.88636454 175.07914539
 184.84397963 190.10959329 190.69338508 207.26318374 208.38647546
 228.65679781 239.56598677 244.97216665 255.2386518  259.98606894
 274.40510607 297.89558552 326.4767316  346.6779204  347.32086914]"
0,188,"[0.0790735522892244, 0.5566215983596288]","[ 23.87794511  34.32267254  39.32464244  46.77056117  50.94444866
  59.59654904  61.11484065  69.44250678  70.7672283   71.15859528
  75.33942755  79.21129652  81.54161649  83.2355729   85.83078115
  89.36840432  90.55496268  94.15353478  96.42729745  96.9049234
 100.13900265 104.25820026 120.57079249 125.33094911 125.60672253
 125.94355018 126.21809628 135.61542418 140.8454326  142.97266846
 155.50110144 158.60142935 158.73450055 159.00376659 160.74439337
 164.83629755 167.57966726 167.66748787 169.2508205  169.92049752
 193.64141884 198.20315419 224.31389281 226.3392679  231.58648109
 266.43622479 281.07958235 289.71463153 291.33910047 302.51776064
 308.1598428  328.58885926]"
0,189,"[0.03521925236651482, 0.5212628132259888]","[  2.36412771   5.10563508  25.33273853  26.11700038  27.93281673
  44.72040681  51.24979197  56.61130153  57.75211367  61.3889941
  64.14056324  64.80122086  69.75648218  71.88533631  78.20438708
  90.43719079  95.75943676 100.1143577  100.32192056 100.81783088
 108.2080643  109.46924022 115.04048781 136.34942239 149.47342312
 163.12992026 164.21973099 165.52174767 173.7830234  180.7852165
 226.79895854 241.32620941 242.22156827 253.32705623 255.51096998
 294.43465386 297.41815601 312.95241497 324.68014674 326.09910646
 326.89949673 356.7995938 ]"
0,190,"[0.06566862274088832, 0.4980250274298034]","[ 12.17668586  22.81826713  45.22116174  51.99944721  59.68608106
  74.70091699  87.28322792  95.9269699  104.58881644 110.4182952
 127.45328802 131.61399429 141.34211613 156.13945981 160.60075025
 162.17044398 196.57775771 201.58731098 214.93003819 228.30160146
 240.09362009 246.64819046 254.72640353 259.05419813 262.11090152
 274.20837243 277.55882939 295.94091224 296.06190068 336.81841753
 337.34521587 346.0608724 ]"
0,191,"[0.03303197566532307, 0.47160595045231224]","[  1.68967308   6.46344861  10.45168559  10.60109031  11.88957284
  13.51292792  25.08533488  26.19111175  50.84551097  56.31190939
  58.16941207  58.52558838  60.89846529  68.53269868  69.88753958
  71.53922296  72.02281692  72.40336494  78.64851843  80.64048595
  81.91248889  86.99064011  89.27540643  89.90056393  92.10917636
 100.36812211 101.52475612 107.7869552  108.80745775 110.14975764
 112.42632971 113.32771113 114.01991613 116.2132353  120.50006346
 124.34943273 124.52081929 135.1956548  142.26875739 154.64179684
 174.75654656 180.5613989  197.67089126 198.252515   229.33498812
 229.48545232 229.55465196 241.00138272 255.03255939 306.78933613
 315.43972181 345.49935503 345.61734853 352.75697201 359.746838
 360.        ]"
0,192,"[0.03555677822716128, 0.4532184752150812]","[  7.57226863  10.09414265  19.33562557  63.17886613  67.70313169
  73.43672114  74.66288553  76.13152896  78.89295616  80.59127133
  82.97042503  88.08267484  90.93526825  90.94134754  98.16074814
 103.76289959 113.26184442 115.35327523 132.21390009 133.31323442
 142.4376124  145.67959923 148.83192125 148.90076455 154.86793431
 161.16173135 162.44415324 163.01693396 164.98141823 167.79635331
 173.77450312 184.47066083 189.08699459 192.81141153 193.59393544
 197.32074654 199.7691014  202.41328015 203.59956023 209.66160637
 223.55148268 235.58008531 255.78307374 285.17740132 312.2190023
 329.44698561 333.56039341 343.23110717 346.46397798 349.11145147]"
